,date,value
531,2015-03-26,1659.4558482
530,2015-03-29,1671.40514782
529,2015-03-30,1674.01067629
528,2015-03-31,1679.84275739
527,2015-04-01,1670.6226915
526,2015-04-02,1686.0547009
525,2015-04-05,1689.05975248
524,2015-04-06,1689.5227347
523,2015-04-07,1712.70362309
522,2015-04-08,1701.92681792
521,2015-04-12,1762.4865667
520,2015-04-13,1772.1242264
519,2015-04-14,1757.02398707
518,2015-04-15,1766.22268702
517,2015-04-16,1760.809254
516,2015-04-19,1717.7633935
515,2015-04-20,1727.95381568
514,2015-04-21,1741.6581355
513,2015-04-26,1735.71447402
512,2015-04-27,1722.67386706
511,2015-04-28,1680.22504301
510,2015-04-29,1677.11778163
509,2015-04-30,1666.52659537
508,2015-05-03,1674.57826245
507,2015-05-04,1679.95162889
506,2015-05-05,1664.67956188
505,2015-05-06,1655.73604462
504,2015-05-07,1649.26815245
503,2015-05-10,1670.74291371
502,2015-05-11,1674.39323066
501,2015-05-12,1665.87851584
500,2015-05-13,1673.35483263
499,2015-05-14,1676.48558801
498,2015-05-17,1674.96573742
497,2015-05-18,1702.74230229
496,2015-05-19,1725.93968852
495,2015-05-20,1720.52816419
494,2015-05-21,1733.36324031
493,2015-05-25,1725.40309876
492,2015-05-26,1707.32973791
491,2015-05-27,1704.6854986
490,2015-05-28,1695.87532447
489,2015-05-31,1691.15783791
488,2015-06-01,1696.20063524
487,2015-06-02,1687.42344028
486,2015-06-03,1693.59104167
485,2015-06-04,1699.12521421
484,2015-06-07,1695.59858725
483,2015-06-08,1690.85887916
482,2015-06-09,1671.77608848
481,2015-06-10,1670.49133654
480,2015-06-11,1680.0919569
479,2015-06-14,1685.38936909
478,2015-06-15,1665.9171175
477,2015-06-16,1673.82313175
476,2015-06-17,1676.42906809
475,2015-06-18,1667.90938458
474,2015-06-21,1684.90054913
473,2015-06-22,1672.99705335
472,2015-06-23,1668.33524593
471,2015-06-24,1660.12387088
470,2015-06-25,1657.93976974
