,date,value
275,2016-04-10,
274,2016-04-11,
273,2016-04-12,
272,2016-04-13,
271,2016-04-14,
270,2016-04-17,
269,2016-04-18,
268,2016-04-19,
267,2016-04-20,
266,2016-04-21,
265,2016-04-24,
264,2016-04-25,
263,2016-04-26,
262,2016-04-27,
261,2016-05-01,
260,2016-05-02,
259,2016-05-03,
258,2016-05-04,
257,2016-05-05,
256,2016-05-08,
255,2016-05-09,
254,2016-05-10,
253,2016-05-15,
252,2016-05-16,
251,2016-05-17,
250,2016-05-18,
249,2016-05-19,
248,2016-05-22,
247,2016-05-23,
246,2016-05-24,
245,2016-05-25,
244,2016-05-26,
243,2016-05-29,
242,2016-05-30,
241,2016-05-31,
240,2016-06-01,
239,2016-06-02,
238,2016-06-05,
237,2016-06-06,
236,2016-06-07,
235,2016-06-08,
234,2016-06-09,
233,2016-06-13,
232,2016-06-14,
231,2016-06-15,
230,2016-06-16,
229,2016-06-19,
228,2016-06-20,
227,2016-06-21,
226,2016-06-22,
225,2016-06-23,
224,2016-06-26,
223,2016-06-27,
222,2016-06-28,
221,2016-06-29,
220,2016-06-30,
219,2016-07-03,
218,2016-07-04,
217,2016-07-05,
216,2016-07-06,
215,2016-07-07,
214,2016-07-10,
213,2016-07-11,
212,2016-07-12,
211,2016-07-13,
210,2016-07-14,
209,2016-07-17,
208,2016-07-18,
207,2016-07-19,
206,2016-07-20,
205,2016-07-21,
204,2016-07-24,
203,2016-07-25,
202,2016-07-26,
201,2016-07-27,
200,2016-07-28,
199,2016-07-31,
198,2016-08-01,
197,2016-08-02,
196,2016-08-03,
195,2016-08-04,
194,2016-08-07,
193,2016-08-08,
192,2016-08-09,
191,2016-08-10,
190,2016-08-11,
189,2016-08-15,
188,2016-08-16,
187,2016-08-17,
186,2016-08-18,
185,2016-08-21,
184,2016-08-22,
183,2016-08-23,
182,2016-08-24,
181,2016-08-25,
180,2016-08-28,
179,2016-08-29,
178,2016-08-30,
177,2016-08-31,
176,2016-09-01,
175,2016-09-04,
174,2016-09-05,
173,2016-09-06,
172,2016-09-07,
171,2016-09-08,
170,2016-09-11,
169,2016-09-12,
168,2016-09-13,
167,2016-09-14,
166,2016-09-15,
165,2016-09-18,
164,2016-09-19,
163,2016-09-20,
162,2016-09-21,
161,2016-09-22,
160,2016-09-25,
159,2016-09-26,
158,2016-09-27,
157,2016-09-28,
156,2016-09-29,
155,2016-10-05,
154,2016-10-06,
153,2016-10-09,
152,2016-10-10,
151,2016-10-13,
150,2016-10-18,
149,2016-10-19,
148,2016-10-20,
147,2016-10-25,
146,2016-10-26,
145,2016-10-27,
144,2016-10-30,
143,2016-10-31,
142,2016-11-01,
141,2016-11-02,
140,2016-11-03,
139,2016-11-06,
138,2016-11-07,
137,2016-11-08,
136,2016-11-09,
135,2016-11-10,
134,2016-11-13,
133,2016-11-14,
132,2016-11-15,
131,2016-11-16,
130,2016-11-17,
129,2016-11-20,
128,2016-11-21,
127,2016-11-22,
126,2016-11-23,
125,2016-11-24,
124,2016-11-27,
123,2016-11-28,
122,2016-11-29,
121,2016-11-30,
120,2016-12-01,
119,2016-12-04,
118,2016-12-05,
117,2016-12-06,
116,2016-12-07,
115,2016-12-08,
114,2016-12-11,
113,2016-12-12,
112,2016-12-13,
111,2016-12-14,
110,2016-12-15,
109,2016-12-18,
108,2016-12-19,
107,2016-12-20,
106,2016-12-21,
105,2016-12-22,
104,2016-12-25,
103,2016-12-26,
102,2016-12-27,
101,2016-12-28,
100,2016-12-29,
99,2017-01-01,
98,2017-01-02,
97,2017-01-03,
96,2017-01-04,
95,2017-01-05,
94,2017-01-08,
93,2017-01-09,
92,2017-01-10,
91,2017-01-11,
90,2017-01-12,
89,2017-01-15,
88,2017-01-16,
87,2017-01-17,
86,2017-01-18,
85,2017-01-19,
84,2017-01-22,
83,2017-01-23,
82,2017-01-24,
81,2017-01-25,
80,2017-01-26,
79,2017-01-29,
78,2017-01-30,
77,2017-01-31,
76,2017-02-01,
75,2017-02-02,
74,2017-02-05,
73,2017-02-06,
72,2017-02-07,
71,2017-02-08,
70,2017-02-09,
69,2017-02-12,
68,2017-02-13,
67,2017-02-14,
66,2017-02-15,
65,2017-02-16,
64,2017-02-19,
63,2017-02-20,
62,2017-02-21,
61,2017-02-22,
60,2017-02-23,
59,2017-02-26,
58,2017-02-27,
57,2017-02-28,
56,2017-03-01,
55,2017-03-02,
54,2017-03-05,
53,2017-03-06,
52,2017-03-07,
51,2017-03-08,
50,2017-03-09,
49,2017-03-13,
48,2017-03-14,
47,2017-03-15,
46,2017-03-16,
45,2017-03-19,
44,2017-03-20,
43,2017-03-21,
42,2017-03-22,
41,2017-03-23,
40,2017-03-26,
39,2017-03-27,
38,2017-03-28,
37,2017-03-29,
36,2017-03-30,
35,2017-04-02,
34,2017-04-03,
33,2017-04-04,
32,2017-04-05,
31,2017-04-06,
30,2017-04-09,
29,2017-04-12,
28,2017-04-13,
27,2017-04-18,
26,2017-04-19,
25,2017-04-20,
24,2017-04-23,
23,2017-04-24,
22,2017-04-25,
21,2017-04-26,
20,2017-04-27,
19,2017-04-30,
18,2017-05-03,
17,2017-05-04,
16,2017-05-07,
15,2017-05-08,
14,2017-05-09,
13,2017-05-10,
12,2017-05-11,
11,2017-05-14,
10,2017-05-15,
9,2017-05-16,
8,2017-05-17,
7,2017-05-18,
6,2017-05-21,
5,2017-05-22,
4,2017-05-23,
3,2017-05-24,
2,2017-05-25,
1,2017-05-28,
0,2017-05-29,
